Lote,Tn/Ha,Texto breve material,Rango
L1165,18.2,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ACIDO FOSFORICO 85%, ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1166,24.1,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1167,25.1,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1168,23.5,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1169,25.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1170,23.6,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], OXICLORURO DE COBRE [ROXICOP], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1171,19.0,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1172,19.9,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1173,20.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1174,21.5,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1175,24.4,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [SHAOLIN], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], ROBUST 5 SC [UNICONAZOLE-P 5%], SPINOSAD [GF-120], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1075,20.1,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PACZOL [PACLOBUTRAZOL 25%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1076,19.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PACZOL [PACLOBUTRAZOL 25%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1077,22.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PACZOL [PACLOBUTRAZOL 25%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1078,25.0,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PACZOL [PACLOBUTRAZOL 25%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1079A,19.8,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PACZOL [PACLOBUTRAZOL 25%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
